Number;client;Service;Options;geomasked_PU_lat;geomasked_PU_lon;At Pickup time;geomasked_DO_lat;geomasked_DO_lon;At Drop Off time;Cumulated waiting time (HH:mm);ASAP;Job date;Status;COA;Invoice;Pay Period;Source;Number of passengers;Journey Time;Mileage;driver_enc;Vehicle;Creation date;Journey Type;As directed hours
42435;Customer 58;Confort;;5.272809585110576;-3.9803022888661146;;5.257540466539391;-3.9300301707263903;2024-10-01 00:27:11.607;0 days 00:00:00;PREBOOK;2024-09-30 17:00:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;2;0 days 07:27:00;0.0;DRIVER 37;;2024-09-30 10:10:38.524;;
42052;Customer 5;Confort;;5.255992825186942;-3.929894096085591;2024-09-30 16:43:59.144;5.320139956896718;-4.020581338571088;2024-09-30 17:39:22.029;0 days 00:00:00;PREBOOK;2024-09-30 15:45:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;2;0 days 00:55:00;10.23;DRIVER 21;300JZ01;2024-09-24 16:27:32.645;;
42485;Customer 1;Confort;;5.285280083079828;-3.9863390011036177;2024-09-30 16:40:41.870;5.286163406645679;-3.974263804195659;2024-09-30 17:06:25.111;0 days 00:00:00;ASAP;2024-09-30 16:58:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:25:00;2.45;DRIVER 26;AA-998-FG-01;2024-09-30 16:33:23.843;;
42483;Customer 19;Confort;;5.2925532968445;-3.9948995152063844;2024-09-30 16:39:37.760;5.295544261707972;-4.006372354346563;2024-09-30 16:43:39.591;0 days 00:00:00;PREBOOK;2024-09-30 16:30:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;1;0 days 00:04:00;1.01;DRIVER 05;738KB01;2024-09-30 15:55:18.832;;
42484;Customer 1;Confort;;5.288319934894787;-3.971734468534893;2024-09-30 16:39:10.161;5.287231782536206;-3.971697068033915;2024-09-30 18:21:29.437;0 days 00:00:00;PREBOOK;2024-09-30 16:30:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 01:42:00;7.7;DRIVER 36;AA-014-FH-01;2024-09-30 16:02:52.957;;
42481;Customer 4;premiere classe;;5.3293529877302195;-4.021092070474928;;5.253796421344758;-3.9332146721269186;;0 days 00:00:00;ASAP;2024-09-30 16:34:00.000;Cancelled;COA;;40 - [2024-09-30 - 2024-10-07];Booking screen;1;0 days 00:26:00;5.4;DRIVER 29;3763KV01;2024-09-30 15:30:38.243;;
42260;Customer 1;Confort;;5.3601068363521795;-3.970316869167983;2024-09-30 16:32:19.075;5.282269380319869;-3.971261661959306;2024-09-30 17:51:41.614;0 days 00:00:00;PREBOOK;2024-09-30 16:15:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 01:19:00;3.83;DRIVER 32;AA-996-FG-01;2024-09-27 16:00:59.762;;
42451;Customer 1;Confort;;5.271447393416757;-3.9754729844635537;;5.287979298217813;-3.9730865918152523;;0 days 00:00:00;PREBOOK;2024-09-30 16:30:00.000;Cancelled;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:00:00;0.0;;;2024-09-30 12:36:17.168;;
42482;Customer 19;Confort;;5.29341602835002;-4.008405167573868;2024-09-30 16:24:57.359;5.293228614785171;-3.992452157069669;2024-09-30 16:28:22.906;0 days 00:00:00;ASAP;2024-09-30 16:28:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;1;0 days 00:03:00;1.02;DRIVER 05;738KB01;2024-09-30 15:54:17.009;;
42461;Customer 1;Confort;;5.291791596633213;-3.9716953262685903;2024-09-30 16:24:07.315;5.286273373098517;-3.975636179848772;2024-09-30 16:28:35.453;0 days 00:00:00;PREBOOK;2024-09-30 16:00:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:04:00;0.44;DRIVER 38;8390WWCI01;2024-09-30 14:05:23.122;;
42467;Customer 20;Confort;;5.3914029175523135;-4.083235602829854;2024-09-30 16:19:53.984;5.321643887477477;-4.015466597052126;2024-09-30 16:46:30.503;0 days 00:00:00;PREBOOK;2024-09-30 17:00:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;1;0 days 00:26:00;16.74;DRIVER 24;9354JU01;2024-09-30 15:00:06.657;;
42478;Customer 1;Confort;;5.283444122773763;-3.986770733950699;2024-09-30 16:13:25.754;5.275092740283354;-3.9756326643396815;2024-09-30 16:26:46.254;0 days 00:00:00;PREBOOK;2024-09-30 16:10:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:13:00;2.61;DRIVER 08;8392WWCI01;2024-09-30 15:26:24.540;;
42480;Customer 1;Confort;;5.285941381473046;-3.970771089636219;2024-09-30 16:12:43.416;5.282378900493281;-3.9875419527552842;2024-09-30 16:34:01.181;0 days 00:00:00;ASAP;2024-09-30 15:45:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:21:00;3.02;DRIVER 26;AA-998-FG-01;2024-09-30 15:29:20.322;;
42450;Customer 1;Confort;;5.284345749805871;-3.973279987236012;2024-09-30 15:25:35.764;5.27733260067262;-3.9751639735200017;2024-09-30 16:24:29.795;0 days 00:13:00;PREBOOK;2024-09-30 15:30:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:58:00;4.01;DRIVER 54;AA-327-AL-CI01;2024-09-30 12:35:22.166;;
42440;Customer 4;Affaire;;5.316462243705577;-4.017934092530224;2024-09-30 15:10:27.163;5.299033510781752;-3.983715853046826;2024-09-30 15:28:21.817;0 days 00:00:00;PREBOOK;2024-09-30 15:00:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;3;0 days 00:17:00;4.91;DRIVER 17;1321KJ01;2024-09-30 10:44:57.051;;
42459;Customer 1;Confort;;5.294951152953721;-3.983480472612868;2024-09-30 15:08:01.787;5.286068936313787;-3.972384024336833;2024-09-30 15:48:18.633;0 days 00:20:00;PREBOOK;2024-09-30 15:30:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:40:00;2.55;DRIVER 32;AA-996-FG-01;2024-09-30 13:44:34.823;;
42455;Customer 3;Monospace;;5.368413428677172;-4.076336757410211;2024-09-30 14:46:52.232;5.296399098362048;-4.006237909997666;2024-09-30 15:10:50.527;0 days 00:09:00;ASAP;2024-09-30 14:00:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;2;0 days 00:23:00;0.0;DRIVER 37;;2024-09-30 12:58:45.795;;
42284;Customer 14;Confort;;5.255348664125642;-3.9287050286492584;2024-09-30 14:26:35.036;5.320667341172814;-4.015716527289781;2024-09-30 15:55:29.387;0 days 00:00:00;PREBOOK;2024-09-30 13:20:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;1;0 days 01:28:00;15.02;DRIVER 27;123JS01;2024-09-27 16:51:40.259;;
42445;Customer 27;Confort;;5.288982363835477;-3.99395376952705;2024-09-30 14:16:33.052;5.292167806484563;-4.0154999197710195;2024-09-30 16:21:18.351;0 days 00:00:00;PREBOOK;2024-09-30 14:15:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 02:04:00;10.81;DRIVER 15;157JR01;2024-09-30 11:25:44.429;;
42458;Customer 1;Confort;;5.284800270492292;-3.9729233428868858;2024-09-30 14:09:59.177;5.297658420918537;-3.988256018651119;2024-09-30 14:33:11.924;0 days 00:00:00;PREBOOK;2024-09-30 14:00:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:23:00;2.86;DRIVER 32;AA-996-FG-01;2024-09-30 13:42:54.555;;
42442;Customer 1;Confort;;5.287015806842354;-3.9756411796788957;2024-09-30 13:46:01.720;5.290063033921776;-3.9741619938809514;2024-09-30 13:52:06.237;0 days 00:00:00;PREBOOK;2024-09-30 13:45:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:06:00;0.51;DRIVER 38;8390WWCI01;2024-09-30 10:58:02.741;;
42439;Customer 1;Confort;;5.309974310499272;-3.9883253489190427;2024-09-30 13:42:25.065;5.283943693454685;-3.9884561986895903;2024-09-30 14:25:26.815;0 days 00:00:00;PREBOOK;2024-09-30 13:30:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:43:00;4.24;DRIVER 34;AA-018-FH-01;2024-09-30 10:43:54.241;;
42449;Customer 3;Confort;;5.318056491616674;-4.017440738341608;2024-09-30 12:29:08.041;5.292622879365482;-4.003441191928892;2024-09-30 12:44:10.880;0 days 00:00:00;ASAP;2024-09-30 12:57:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;2;0 days 00:15:00;3.62;DRIVER 15;157JR01;2024-09-30 11:53:03.466;;
42441;Customer 1;Confort;;5.284850555563722;-3.9717544121633988;;5.322446712895414;-4.01595402748657;;0 days 00:00:00;PREBOOK;2024-09-30 12:15:00.000;Cancelled;COA;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 01:04:00;0.73;DRIVER 38;8390WWCI01;2024-09-30 10:56:59.740;;
42448;Customer 1;Confort;;5.287920232849317;-3.986734570867282;2024-09-30 12:07:43.740;5.313796107966887;-3.986132376428276;2024-09-30 12:26:39.883;0 days 00:00:00;ASAP;2024-09-30 12:13:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:18:00;3.95;DRIVER 34;AA-018-FH-01;2024-09-30 11:56:58.083;;
42429;Customer 1;Confort;;5.285034397135146;-3.9882355674930285;2024-09-30 12:05:10.016;5.285006437143756;-3.983349547636073;2024-09-30 13:35:22.297;0 days 00:00:00;PREBOOK;2024-09-30 12:00:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 01:30:00;5.43;DRIVER 36;AA-014-FH-01;2024-09-30 09:26:11.342;;
42427;Customer 1;Confort;;5.286295589211316;-3.972983123699519;2024-09-30 11:40:50.020;5.284230959013887;-3.9736081409660184;2024-09-30 11:44:31.781;0 days 00:02:00;PREBOOK;2024-09-30 11:40:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:03:00;0.98;DRIVER 26;AA-998-FG-01;2024-09-30 09:22:56.327;;
42447;Customer 17;Affaire;;5.251324755844665;-3.9414854768657097;2024-09-30 11:32:35.440;5.347331552317473;-3.951346311694123;2024-09-30 12:48:10.439;0 days 00:00:00;ASAP;2024-09-30 12:20:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;1;0 days 01:15:00;0.0;DRIVER 21;300JZ01;2024-09-30 11:29:55.442;;
42418;Customer 1;Confort;;5.299243943247705;-3.9882828191339765;2024-09-30 11:22:18.092;5.282494515473175;-3.9842675616120307;2024-09-30 11:36:54.799;0 days 00:00:00;PREBOOK;2024-09-30 10:45:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:14:00;2.5;DRIVER 38;8390WWCI01;2024-09-30 06:55:03.532;;
42420;Customer 1;Confort;;5.291323042591667;-3.974639368183219;2024-09-30 10:59:06.620;5.286908404096188;-3.970817296700688;2024-09-30 11:13:22.447;0 days 00:00:00;PREBOOK;2024-09-30 11:15:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:14:00;3.18;DRIVER 36;AA-014-FH-01;2024-09-30 08:02:54.080;;
42437;Customer 3;Confort;;5.346630080162775;-4.007239609819467;2024-09-30 10:54:43.136;5.293468891546606;-4.002243644290265;2024-09-30 11:32:50.422;0 days 00:00:00;ASAP;2024-09-30 10:41:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;2;0 days 00:38:00;8.98;DRIVER 15;157JR01;2024-09-30 10:23:55.537;;
42438;Customer 3;Confort;;5.317887631884982;-4.017884130948974;2024-09-30 10:49:02.410;5.294255367749455;-4.002803121919889;2024-09-30 11:14:38.881;0 days 00:00:00;ASAP;2024-09-30 11:33:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;2;0 days 00:25:00;7.07;DRIVER 27;123JS01;2024-09-30 10:26:27.171;;
42428;Customer 1;Confort;;5.2859315195123155;-3.971828912932036;2024-09-30 10:31:53.087;5.2852550111264165;-3.9716395498926316;2024-09-30 10:32:45.857;0 days 00:00:00;PREBOOK;2024-09-30 10:30:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:00:00;0.01;DRIVER 26;AA-998-FG-01;2024-09-30 09:24:52.784;;
42430;Customer 1;Confort;;5.299107136705099;-3.9859239968934057;2024-09-30 10:28:08.528;5.287831527919169;-3.9840039323679095;2024-09-30 10:41:59.727;0 days 00:00:00;PREBOOK;2024-09-30 10:30:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:13:00;2.38;DRIVER 34;AA-018-FH-01;2024-09-30 09:29:25.322;;
42419;Customer 1;Confort;;5.288709301799952;-3.9832709334012324;2024-09-30 10:21:02.233;5.291085641147725;-3.978302408178579;2024-09-30 10:41:02.829;0 days 00:00:00;PREBOOK;2024-09-30 10:15:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:20:00;1.64;DRIVER 36;AA-014-FH-01;2024-09-30 08:00:48.647;;
42425;Customer 1;Confort;;5.283914568847631;-3.97422132191201;2024-09-30 10:05:33.371;5.286955681341269;-3.9750175871405466;2024-09-30 10:08:56.207;0 days 00:00:00;PREBOOK;2024-09-30 10:00:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:03:00;0.48;DRIVER 26;AA-998-FG-01;2024-09-30 09:16:22.700;;
42423;Customer 1;Confort;;5.281779924525179;-3.9874179222518653;2024-09-30 10:05:12.242;5.287111140949687;-3.967560818362432;2024-09-30 10:21:27.216;0 days 00:00:00;PREBOOK;2024-09-30 09:50:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:16:00;3.31;DRIVER 32;AA-996-FG-01;2024-09-30 08:47:06.838;;
42421;Customer 11;Confort;;5.290411981126927;-3.9986310421932223;2024-09-30 09:44:15.694;5.293537972084215;-3.999620293822667;2024-09-30 10:12:50.455;0 days 00:00:00;PREBOOK;2024-09-30 09:30:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Mobile ws;1;0 days 00:28:00;3.08;DRIVER 27;123JS01;2024-09-30 08:24:35.737;;
42426;Customer 1;Confort;;5.282216237569843;-3.9754588838492877;2024-09-30 09:32:56.192;5.29247294993455;-3.9822748618747736;2024-09-30 09:38:14.796;0 days 00:01:00;PREBOOK;2024-09-30 09:30:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:05:00;1.12;DRIVER 26;AA-998-FG-01;2024-09-30 09:19:52.368;;
42424;Customer 1;Confort;;5.2860905256635755;-3.9854875742836393;2024-09-30 09:32:36.470;5.298595031683604;-3.982336980425917;2024-09-30 09:41:24.187;0 days 00:00:00;PREBOOK;2024-09-30 09:30:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:08:00;1.67;DRIVER 34;AA-018-FH-01;2024-09-30 09:13:29.359;;
42395;Customer 4;premiere classe;;5.319694094320964;-4.0146150130067975;2024-09-30 09:18:48.836;5.321182617971382;-4.0178820620280735;2024-09-30 11:39:38.069;0 days 00:07:00;PREBOOK;2024-09-30 09:15:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;3;0 days 02:20:00;11.96;DRIVER 24;1938KK01;2024-09-29 12:05:05.073;As directed;02:13:00
42394;Customer 4;premiere classe;;5.3233126753425655;-4.01666044843272;2024-09-30 09:16:52.213;5.3253552831380455;-4.014457171527373;2024-09-30 11:37:59.471;;PREBOOK;2024-09-30 09:15:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Booking screen;3;0 days 02:21:00;11.98;DRIVER 20;3558KV01;2024-09-29 11:59:25.295;As directed;02:21:00
42250;Customer 1;Confort;;5.296018733274325;-3.9872169662633263;2024-09-30 08:55:20.695;5.2882319560793265;-3.9838789689829155;2024-09-30 10:40:08.888;0 days 01:24:00;PREBOOK;2024-09-30 08:45:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 01:44:00;3.76;DRIVER 53;AA-962-FH-01;2024-09-27 15:35:07.929;;
42242;Customer 1;Confort;;5.299824730451743;-3.986601708990373;2024-09-30 08:55:07.813;5.285607034608862;-3.975184465634283;2024-09-30 10:13:23.044;0 days 00:00:00;PREBOOK;2024-09-30 08:45:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 01:18:00;4.9;DRIVER 36;AA-014-FH-01;2024-09-27 15:22:50.912;;
42417;Customer 1;Confort;;5.281775388451922;-3.984338418464822;2024-09-30 08:52:28.372;5.297950548823811;-3.984230515270663;2024-09-30 08:59:35.144;0 days 00:00:00;PREBOOK;2024-09-30 08:45:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:07:00;1.63;DRIVER 38;8390WWCI01;2024-09-30 06:53:01.765;;
42270;Customer 1;Confort;;5.28173007163616;-3.9745882379614907;2024-09-30 07:50:35.611;5.359092064322463;-3.970101694626196;2024-09-30 08:21:23.869;0 days 00:00:00;PREBOOK;2024-09-30 07:45:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:30:00;11.59;DRIVER 34;AA-018-FH-01;2024-09-27 16:14:07.490;;
42241;Customer 1;Confort;;5.2824393293315035;-3.971211960004933;2024-09-30 07:41:05.981;5.301068831776963;-3.9842358769173263;2024-09-30 07:58:55.662;0 days 00:00:00;PREBOOK;2024-09-30 07:40:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:17:00;2.66;DRIVER 36;AA-014-FH-01;2024-09-27 15:21:59.581;;
42411;Customer 4;Affaire;Pont HKB: 500.00;;;;;;;;;;;;;;;;;;;;;;
42326;Customer 14;Confort;;5.331588243664886;-3.9591891892867497;2024-09-30 07:08:00.249;5.365317414194806;-3.96757919381387;2024-09-30 08:08:11.190;0 days 00:13:00;PREBOOK;2024-09-30 07:30:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Contract;1;0 days 00:38:00;6.13;DRIVER 15;157JR01;2024-09-28 00:00:01.322;;
42259;Customer 1;Confort;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
40346;Customer 7;Affaire;;5.326014983976172;-4.008567601484414;2024-09-30 05:53:25.338;5.255653959090978;-3.9363049065219995;2024-09-30 06:25:05.336;0 days 00:00:00;PREBOOK;2024-09-30 06:30:00.000;Done;Done;;40 - [2024-09-30 - 2024-10-07];Web Portal;1;0 days 00:31:00;16.15;DRIVER 02;;2024-08-23 17:42:34.623;;
42235;Customer 1;Confort;Pont HKB: 500.0;;;;;;;;;;;;;;;;;;;;;;
42222;Customer 71;Affaire;;5.253682336576086;-3.9345759796773656;2024-09-30 00:05:03.056;5.273671642036018;-3.972525669507397;2024-09-30 00:34:59.926;0 days 00:00:00;PREBOOK;2024-09-29 23:30:00.000;Done;Done;;39 - [2024-09-23 - 2024-09-30];Web Portal;1;0 days 00:29:00;11.03;DRIVER 24;3558KV01;2024-09-27 11:12:56.083;;
41350;Customer 6;Affaire;;5.2570948185045;-3.932546704826256;2024-09-30 00:04:06.075;5.31976778867099;-4.013934502944105;2024-09-30 00:25:27.549;0 days 00:00:00;PREBOOK;2024-09-29 23:00:00.000;Done;Done;;39 - [2024-09-23 - 2024-09-30];Web Portal;1;0 days 00:21:00;0.0;DRIVER 16;;2024-09-11 13:46:02.191;;
42227;Customer 6;Affaire;;5.2518468963009095;-3.9341751667757334;2024-09-29 22:41:02.630;5.3154092472873655;-4.013583824271408;2024-09-29 23:07:05.420;0 days 00:00:00;PREBOOK;2024-09-29 21:25:00.000;Done;Done;;39 - [2024-09-23 - 2024-09-30];Web Portal;3;0 days 00:26:00;13.16;DRIVER 14;;2024-09-27 13:02:56.381;;
42009;Customer 5;Affaire;;5.255165072408444;-3.9315147446989474;2024-09-29 20:53:23.908;5.324785017438519;-4.015761876186589;2024-09-29 20:53:34.388;0 days 00:00:00;PREBOOK;2024-09-29 18:35:00.000;Done;Done;;39 - [2024-09-23 - 2024-09-30];Web Portal;1;0 days 00:00:00;0.0;DRIVER 37;1321KJ01;2024-09-23 17:32:16.127;;
42408;Customer 1;Confort;;5.296081766931841;-3.9859126203387336;2024-09-29 20:52:25.150;5.284292493068338;-3.989212938698417;2024-09-29 20:52:31.800;0 days 00:00:00;ASAP;2024-09-29 20:10:00.000;Done;Done;;39 - [2024-09-23 - 2024-09-30];Booking screen;1;0 days 00:00:00;0.0;DRIVER 08;8392WWCI01;2024-09-29 20:00:10.378;;
42229;Customer 6;Affaire;;5.251653823104512;-3.9301934858229934;2024-09-29 20:24:03.300;5.314032766558823;-4.014102633081164;2024-09-29 20:55:26.812;0 days 00:00:00;PREBOOK;2024-09-29 18:35:00.000;Done;Done;;39 - [2024-09-23 - 2024-09-30];Web Portal;1;0 days 00:31:00;0.0;DRIVER 16;;2024-09-27 13:06:11.598;;
42400;Customer 6;Affaire;;5.254167847689699;-3.936421034839657;2024-09-29 20:17:15.093;5.316187836918159;-4.014984996038708;2024-09-29 20:49:29.863;0 days 00:00:00;PREBOOK;2024-09-29 19:10:00.000;Done;Done;;39 - [2024-09-23 - 2024-09-30];Web Portal;1;0 days 00:32:00;12.98;DRIVER 18;;2024-09-29 15:43:12.404;;
42391;Customer 4;Affaire;;5.257173297091748;-3.931650447248273;2024-09-29 19:38:04.323;5.3224052551194845;-4.016088719112037;2024-09-29 20:08:45.054;0 days 00:00:00;PREBOOK;2024-09-29 18:35:00.000;Done;Done;;39 - [2024-09-23 - 2024-09-30];Booking screen;1;0 days 00:30:00;13.75;DRIVER 14;;2024-09-29 11:09:24.900;;
